  PID  PPID  PGID   UID USER             STAT     ELAPSED COMMAND
62141  1065  1065   501 oopslink         S    03-01:02:14 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.187/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=79c854f2-897a-4a0b-a8ab-e81ca42dd019 --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=23091 --time-ticks-at-unix-epoch=-1785555481527717 --launch-time-ticks=1641733071071 --shared-files --metrics-shmem-handle=1752395122,r,9928507071918447907,3576461823186695900,2097152 --field-trial-handle=1718379636,r,14085883481040178380,10169162091798401575,262144 --variations-seed-version=20260719-030032.854000-production --pseudonymization-salt-handle=1935764596,r,9931530253442875779,10762832627523070970,4 --trace-process-track-uuid=3190730623545206753 --seatbelt-client=207
62407     1 62407   501 oopslink         S    03-08:16:51 /System/Library/PrivateFrameworks/TelephonyUtilities.framework/callservicesd
63179     1 63179   501 oopslink         S    10-20:58:39 /Applications/ChatGPT.app/Contents/MacOS/ChatGPT
63182     1 63181   501 oopslink         S    10-20:58:39 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.137/Helpers/browser_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/Users/oopslink/Library/Application Support/Codex/Crashpad --annotation=plat=OS X --annotation=prod=ChatGPT_Mac --annotation=ver=151.0.7922.137 --handshake-fd=5
63184     1 63183   501 oopslink         S    10-20:58:39 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.137/Helpers/browser_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/Users/oopslink/Library/Application Support/Codex/Crashpad --annotation=plat=OS X --annotation=prod=ChatGPT_Mac --annotation=ver=151.0.7922.137 --handshake-fd=4
63187 63179 63179   501 oopslink         S    10-20:58:39 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.137/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service) --type=gpu-process --user-data-dir=/Users/oopslink/Library/Application Support/Codex --start-stack-profiler --gpu-preferences=WAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAQAAAAAAAAAADAAAAAAAAADgAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAKAAAAAAAAAAoAAAAAAAAAAgAAAAAAAAADAAAAAEAAAAAAAAAAAAAAAgAAAAAAAAACAAAAAAAAAA= --shared-files --metrics-shmem-handle=1752395122,r,16387378276756018163,16122046818287351804,262144 --field-trial-handle=1718379636,r,3948093604814416858,17465684576007407514,262144 --enable-features=ReportStuckThrottle --disable-features=DropInputEventsWhilePaintHolding,WebUIOmniboxAimPopup,WebUIOmniboxPopup --variations-seed-version --pseudonymization-salt-handle=1935764596,r,10745355028470162957,14793230098231282318,4 --trace-process-track-uuid=3190708988185955192 --seatbelt-client=42
63188 63179 63179   501 oopslink         S    10-20:58:39 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.137/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service) --type=utility --utility-sub-type=network.mojom.NetworkService --lang=zh-CN --service-sandbox-type=network --owl-scoped-user-agent-additional-hosts=openai.com,chatgpt.com --owl-scoped-user-agent-prefix=ChatGPTBrowser --user-data-dir=/Users/oopslink/Library/Application Support/Codex --standard-schemes=app,codex-sandbox --service-worker-schemes=codex-sandbox --secure-schemes=app,codex-sandbox,sentry-ipc --bypasscsp-schemes=sentry-ipc --fetch-schemes=app,codex-sandbox,sentry-ipc --cors-schemes=codex-sandbox,sentry-ipc --streaming-schemes=app,codex-sandbox --start-stack-profiler --shared-files --metrics-shmem-handle=1752395122,r,711590309113130136,15888993954596435047,524288 --field-trial-handle=1718379636,r,3948093604814416858,17465684576007407514,262144 --enable-features=ReportStuckThrottle --disable-features=DropInputEventsWhilePaintHolding,WebUIOmniboxAimPopup,WebUIOmniboxPopup --variations-seed-version --pseudonymization-salt-handle=1935764596,r,10745355028470162957,14793230098231282318,4 --trace-process-track-uuid=3190708989122997041 --seatbelt-client=42
63189 63179 63179   501 oopslink         S    10-20:58:39 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.137/Helpers/Codex (Service).app/Contents/MacOS/Codex (Service) --type=utility --utility-sub-type=storage.mojom.StorageService --lang=zh-CN --service-sandbox-type=service --user-data-dir=/Users/oopslink/Library/Application Support/Codex --standard-schemes=app,codex-sandbox --service-worker-schemes=codex-sandbox --secure-schemes=app,codex-sandbox,sentry-ipc --bypasscsp-schemes=sentry-ipc --fetch-schemes=app,codex-sandbox,sentry-ipc --cors-schemes=codex-sandbox,sentry-ipc --streaming-schemes=app,codex-sandbox --shared-files --metrics-shmem-handle=1752395122,r,5518153347341359158,16440088404745760414,524288 --field-trial-handle=1718379636,r,3948093604814416858,17465684576007407514,262144 --enable-features=ReportStuckThrottle --disable-features=DropInputEventsWhilePaintHolding,WebUIOmniboxAimPopup,WebUIOmniboxPopup --variations-seed-version --pseudonymization-salt-handle=1935764596,r,10745355028470162957,14793230098231282318,4 --trace-process-track-uuid=3190708990060038890 --seatbelt-client=51
63236 63179 63179   501 oopslink         S    10-20:58:38 /Applications/ChatGPT.app/Contents/Resources/native/bare-modifier-monitor --key DoubleCommand --immediate
63238 63179 63179   501 oopslink         S    10-20:58:38 /Applications/ChatGPT.app/Contents/Resources/codex -c features.code_mode_host=true app-server --analytics-default-enabled
63242 63179 63179   501 oopslink         S    10-20:58:37 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.137/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer) --type=renderer --user-data-dir=/Users/oopslink/Library/Application Support/Codex --standard-schemes=app,codex-sandbox --service-worker-schemes=codex-sandbox --secure-schemes=app,codex-sandbox,sentry-ipc --bypasscsp-schemes=sentry-ipc --fetch-schemes=app,codex-sandbox,sentry-ipc --cors-schemes=codex-sandbox,sentry-ipc --streaming-schemes=app,codex-sandbox --owl-scoped-user-agent-additional-hosts=openai.com,chatgpt.com --owl-scoped-user-agent-prefix=ChatGPTBrowser --disable-blink-features=ReplacedNormalFlowStackingInlinePaint --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1785959094666682 --launch-time-ticks=1011652355291 --shared-files --metrics-shmem-handle=1752395122,r,16375787032118504834,2493722803348729217,2097152 --field-trial-handle=1718379636,r,3948093604814416858,17465684576007407514,262144 --enable-features=ReportStuckThrottle --disable-features=DropInputEventsWhilePaintHolding,WebUIOmniboxAimPopup,WebUIOmniboxPopup --variations-seed-version --pseudonymization-salt-handle=1935764596,r,10745355028470162957,14793230098231282318,4 --trace-process-track-uuid=3190708990997080739 --seatbelt-client=163
63252 63179 63179   501 oopslink         S    10-20:58:35 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.137/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer) --type=renderer --user-data-dir=/Users/oopslink/Library/Application Support/Codex --standard-schemes=app,codex-sandbox --service-worker-schemes=codex-sandbox --secure-schemes=app,codex-sandbox,sentry-ipc --bypasscsp-schemes=sentry-ipc --fetch-schemes=app,codex-sandbox,sentry-ipc --cors-schemes=codex-sandbox,sentry-ipc --streaming-schemes=app,codex-sandbox --owl-scoped-user-agent-additional-hosts=openai.com,chatgpt.com --owl-scoped-user-agent-prefix=ChatGPTBrowser --disable-blink-features=ReplacedNormalFlowStackingInlinePaint --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1785959094666682 --launch-time-ticks=1011654641649 --shared-files --metrics-shmem-handle=1752395122,r,404089752150017197,11556907396891813559,2097152 --field-trial-handle=1718379636,r,3948093604814416858,17465684576007407514,262144 --enable-features=ReportStuckThrottle --disable-features=DropInputEventsWhilePaintHolding,WebUIOmniboxAimPopup,WebUIOmniboxPopup --variations-seed-version --pseudonymization-salt-handle=1935764596,r,10745355028470162957,14793230098231282318,4 --trace-process-track-uuid=3190708994745248135 --seatbelt-client=210
63253     1 63253   501 oopslink         Ss   01-17:51:14 node /Users/oopslink/.hermes/hermes-agent/node_modules/agent-browser/bin/../dist/daemon.js
63265 63179 63179   501 oopslink         Z    10-20:58:35 <defunct>
63325 63179 63179   501 oopslink         S    10-20:58:34 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.137/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer) --type=renderer --user-data-dir=/Users/oopslink/Library/Application Support/Codex --standard-schemes=app,codex-sandbox --service-worker-schemes=codex-sandbox --secure-schemes=app,codex-sandbox,sentry-ipc --bypasscsp-schemes=sentry-ipc --fetch-schemes=app,codex-sandbox,sentry-ipc --cors-schemes=codex-sandbox,sentry-ipc --streaming-schemes=app,codex-sandbox --owl-scoped-user-agent-additional-hosts=openai.com,chatgpt.com --owl-scoped-user-agent-prefix=ChatGPTBrowser --start-stack-profiler --disable-blink-features=ReplacedNormalFlowStackingInlinePaint --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=11 --time-ticks-at-unix-epoch=-1785959094666682 --launch-time-ticks=1011655631290 --shared-files --metrics-shmem-handle=1752395122,r,3537036261672809106,10375346043622515208,2097152 --field-trial-handle=1718379636,r,3948093604814416858,17465684576007407514,262144 --enable-features=ReportStuckThrottle --disable-features=DropInputEventsWhilePaintHolding,WebUIOmniboxAimPopup,WebUIOmniboxPopup --variations-seed-version --pseudonymization-salt-handle=1935764596,r,10745355028470162957,14793230098231282318,4 --trace-process-track-uuid=3190708996619331833 --seatbelt-client=214
63405 63238 63405   501 oopslink         S    10-20:58:33 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
64891 63238 64891   501 oopslink         S    10-20:58:09 /Applications/ChatGPT.app/Contents/Resources/codex-code-mode-host
64908 63405 63405   501 oopslink         S    10-20:58:03 /Applications/ChatGPT.app/Contents/Resources/codex app-server --listen stdio://
64916 63179 63179   501 oopslink         S    10-20:57:59 /Applications/ChatGPT.app/Contents/Frameworks/Codex Framework.framework/Versions/151.0.7922.137/Helpers/Codex (Renderer).app/Contents/MacOS/Codex (Renderer) --type=renderer --user-data-dir=/Users/oopslink/Library/Application Support/Codex --standard-schemes=app,codex-sandbox --service-worker-schemes=codex-sandbox --secure-schemes=app,codex-sandbox,sentry-ipc --bypasscsp-schemes=sentry-ipc --fetch-schemes=app,codex-sandbox,sentry-ipc --cors-schemes=codex-sandbox,sentry-ipc --streaming-schemes=app,codex-sandbox --owl-scoped-user-agent-additional-hosts=openai.com,chatgpt.com --owl-scoped-user-agent-prefix=ChatGPTBrowser --disable-blink-features=ReplacedNormalFlowStackingInlinePaint --lang=zh-CN --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=14 --time-ticks-at-unix-epoch=-1785959094666682 --launch-time-ticks=1011690705592 --shared-files --metrics-shmem-handle=1752395122,r,13067804816624492451,297028927079570243,2097152 --field-trial-handle=1718379636,r,3948093604814416858,17465684576007407514,262144 --enable-features=ReportStuckThrottle --disable-features=DropInputEventsWhilePaintHolding,WebUIOmniboxAimPopup,WebUIOmniboxPopup --variations-seed-version --pseudonymization-salt-handle=1935764596,r,10745355028470162957,14793230098231282318,4 --trace-process-track-uuid=3190708999430457380 --seatbelt-client=238
65169 63405 63405   501 oopslink         S    10-20:57:16 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node --experimental-vm-modules /var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/.tmprGgV3P/kernel.js --session-id 2a326335c0f3494d99f38298bbb70af6 --working-dir /Users/oopslink/works/codes/oopslink/jobs
65977     1 65977   501 oopslink         Ss   03-17:31:29 node /Users/oopslink/.hermes/hermes-agent/node_modules/agent-browser/bin/../dist/daemon.js
66034 65977 66034   501 oopslink         Ss   03-17:31:28 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --disable-field-trial-config --disable-background-networking --disable-background-timer-throttling --disable-backgrounding-occluded-windows --disable-back-forward-cache --disable-breakpad --disable-client-side-phishing-detection --disable-component-extensions-with-background-pages --disable-component-update --no-default-browser-check --disable-default-apps --disable-dev-shm-usage --disable-extensions --disable-features=AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,PaintHolding,ThirdPartyStoragePartitioning,Translate,AutoDeElevate,RenderDocument,OptimizationHints --enable-features=CDPScreenshotNewSurface --allow-pre-commit-input --disable-hang-monitor --disable-ipc-flooding-protection --disable-popup-blocking --disable-prompt-on-repost --disable-renderer-backgrounding --force-color-profile=srgb --metrics-recording-only --no-first-run --password-store=basic --use-mock-keychain --no-service-autorun --export-tagged-pdf --disable-search-engine-choice-screen --unsafely-disable-devtools-self-xss-warnings --edge-skip-compat-layer-relaunch --enable-automation --disable-infobars --disable-search-engine-choice-screen --disable-sync --enable-unsafe-swiftshader --headless --hide-scrollbars --mute-audio --blink-settings=primaryHoverType=2,availableHoverTypes=2,primaryPointerType=4,availablePointerTypes=4 --no-sandbox --user-data-dir=/var/folders/td/p6yqhr2j6qlc_tsq9z7fxpn40000gn/T/playwright_chromiumdev_profile-aD2U2B --remote-debugging-pipe --no-startup-window
66071     1 66071   501 oopslink         S       01:50:45 /usr/libexec/tipsd
66083 66034 66034   501 oopslink         S    03-17:31:28 /Users/oopslink/Library/Caches/ms-playwright/chromium_headless_shell-1217/chrome-headless-shell-mac-arm64/chrome-headless-shell --type=gpu-process --no-sandbox --disable-breakpad --headless --use-angle=swiftshader-webgl --enable-unsafe-swiftshader --gpu-preferences=SAAAAAAAAAAgAAAEAAAAAAAAAAAAAGAAAwAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --shared-files --field-trial-handle=1718379636,r,12349234832436700889,2453653224770788749,262144 --enable-features=CDPScreenshotNewSurface --disable-features=AutoDeElevate,AvoidUnnecessaryBeforeUnloadCheckSync,BoundaryEventDispatchTracksNodeRemoval,DestroyProfileOnBrowserClose,DialMediaRouteProvider,GlobalMediaControls,HttpsUpgrades,LensOverlay,MediaRouter,OptimizationHints,PaintHolding,RenderDocument,ThirdPartyStoragePartitioning,Translate --variations-seed-version --pseudonymization-salt-handle=1935764596,r,16771378284902534263,13739570411579464761,4 --trace-process-track-uuid=3190708988185955192
